year,kpi,doncode,value
2012,KPI_expenditureLC_CHF,DLI001,1862489
2012,KPI_expenditureLC_CHF,DLK001,964841
2012,KPI_expenditureLC_CHF,DLR001,66689
2012,KPI_expenditureLC_CHF,DLS001,1714380
2012,KPI_expenditureLC_CHF,DLT001,112011
2012,KPI_expenditureLC_CHF,DLU001,81559021
2012,KPI_expenditureLC_CHF,DLV001,9882001
2012,KPI_expenditureLC_CHF,DLY001,748432
2012,KPI_expenditureLC_CHF,DMA001,1125462
2012,KPI_expenditureLC_CHF,DMC001,6979050
2012,KPI_expenditureLC_CHF,DMD001,329780
2012,KPI_expenditureLC_CHF,DME001,1891833
2012,KPI_expenditureLC_CHF,DMG001,1511124
2012,KPI_expenditureLC_CHF,DMK001,1215633
2012,KPI_expenditureLC_CHF,DML001,5087620
2012,KPI_expenditureLC_CHF,DMM001,645377
2012,KPI_expenditureLC_CHF,DMN001,525823
2012,KPI_expenditureLC_CHF,DMR001,804931
2012,KPI_expenditureLC_CHF,DMT001,213678
2012,KPI_expenditureLC_CHF,DMU001,214059
2012,KPI_expenditureLC_CHF,DMV001,925880
2012,KPI_expenditureLC_CHF,DMW001,2693040
2012,KPI_expenditureLC_CHF,DMX001,20615951
2012,KPI_expenditureLC_CHF,DMY001,1065637
2012,KPI_expenditureLC_CHF,DMZ001,5180036
2012,KPI_expenditureLC_CHF,DNA001,4048602
2012,KPI_expenditureLC_CHF,DNE001,504913
2012,KPI_expenditureLC_CHF,DNG001,1261717
2012,KPI_expenditureLC_CHF,DNI001,2319019
2012,KPI_expenditureLC_CHF,DNL001,98647343
2012,KPI_expenditureLC_CHF,DNO001,187993877
2012,KPI_expenditureLC_CHF,DNP001,5818089
2012,KPI_expenditureLC_CHF,DNZ001,40963052
2012,KPI_expenditureLC_CHF,DPA001,1334968
2012,KPI_expenditureLC_CHF,DPE001,1810995
2012,KPI_expenditureLC_CHF,DPG001,693978
2012,KPI_expenditureLC_CHF,DPH001,31166101
2012,KPI_expenditureLC_CHF,DPK001,3383517
2012,KPI_expenditureLC_CHF,DPL001,31272933
2012,KPI_expenditureLC_CHF,DPS001,57214254
2012,KPI_expenditureLC_CHF,DPT001,0
2012,KPI_expenditureLC_CHF,DPW001,42779
2012,KPI_expenditureLC_CHF,DPY001,8027766
2012,KPI_expenditureLC_CHF,DQA001,44706651
2012,KPI_expenditureLC_CHF,DRO001,6533797
2012,KPI_expenditureLC_CHF,DRU001,181944000
2012,KPI_expenditureLC_CHF,DRW001,3902003
2012,KPI_expenditureLC_CHF,DSA001,0
2012,KPI_expenditureLC_CHF,DSB001,690179
2012,KPI_expenditureLC_CHF,DSC001,228039
2012,KPI_expenditureLC_CHF,DSD001,9935486
2012,KPI_expenditureLC_CHF,DSE001,84185541
2012,KPI_expenditureLC_CHF,DSG001,5749261
2012,KPI_expenditureLC_CHF,DSI001,8865516
2012,KPI_expenditureLC_CHF,DSK001,6686457
2012,KPI_expenditureLC_CHF,DSL001,2255290
2012,KPI_expenditureLC_CHF,DSM001,0
2012,KPI_expenditureLC_CHF,DSN001,581188
2012,KPI_expenditureLC_CHF,DSO001,18278
2012,KPI_expenditureLC_CHF,DSR001,0
2012,KPI_expenditureLC_CHF,DSS001,0
2012,KPI_expenditureLC_CHF,DST001,0
2012,KPI_expenditureLC_CHF,DSV001,5122128
2012,KPI_expenditureLC_CHF,DSY001,0
2012,KPI_expenditureLC_CHF,DSZ001,1701486
2012,KPI_expenditureLC_CHF,DTD001,2286719
2012,KPI_expenditureLC_CHF,DTG001,1750507
2012,KPI_expenditureLC_CHF,DTH001,365258527
2012,KPI_expenditureLC_CHF,DTJ001,1840982
2012,KPI_expenditureLC_CHF,DTL001,1746422
2012,KPI_expenditureLC_CHF,DTM001,1166554
2012,KPI_expenditureLC_CHF,DTN001,0
2012,KPI_expenditureLC_CHF,DTO001,362328
2012,KPI_expenditureLC_CHF,DTR001,25133698
2012,KPI_expenditureLC_CHF,DTT001,0
2012,KPI_expenditureLC_CHF,DTZ001,4695971
2012,KPI_expenditureLC_CHF,DUA001,19338309
2012,KPI_expenditureLC_CHF,DUG001,9028
2012,KPI_expenditureLC_CHF,DUS001,3057149517
2012,KPI_expenditureLC_CHF,DUY001,1710
2012,KPI_expenditureLC_CHF,DUZ001,2175280
2012,KPI_expenditureLC_CHF,DVC001,36050
2012,KPI_expenditureLC_CHF,DVE001,20134
2012,KPI_expenditureLC_CHF,DVU001,157425
2012,KPI_expenditureLC_CHF,DWS001,890272
2012,KPI_expenditureLC_CHF,DYE001,992692
2012,KPI_expenditureLC_CHF,DZA001,0
2012,KPI_expenditureLC_CHF,DZM001,1100000
2012,KPI_expenditureLC_CHF,DZW001,2723679
